,User_ID,Rating,Movie_ID
12389642,1936582,3,3312
14393360,1176683,2,3798
2542629,2015101,3,670
2232546,146546,5,571
12076776,670238,3,3254
9567712,2114263,4,2505
4647115,2015039,5,1256
1930618,293235,3,483
2617783,1529449,3,692
5819353,570522,4,1615
13765971,1130758,5,3624
6609523,47228,4,1799
2376283,1943619,3,607
776529,2231292,4,252
15996115,2264779,4,4210
7415178,1364733,4,1983
9951350,1821068,2,2617
1761293,454163,1,457
2947208,726830,3,763
5311411,83678,4,1470
8122617,1689407,2,2163
12961201,1985897,4,3427
351536,785017,4,148
9155385,489454,4,2435
5072531,1889646,3,1406
13451163,29892,4,3563
4143374,2198341,3,1144
11577239,2355940,5,3106
16228642,113416,2,4262
14821066,2416621,5,3893
8835643,683627,4,2372
13746482,2408264,1,3624
16631717,732119,5,4341
13832465,1583337,4,3638
2213293,1210601,5,571
5900346,2247406,4,1637
7061954,687401,3,1905
17113560,312706,4,4432
11963232,2334536,4,3216
3799841,1439507,4,1050
15013570,695999,4,3925
11630111,1892183,3,3135
7257946,1487009,5,1962
3351409,2018010,3,894
11022446,1739810,4,2922
5972404,1903952,3,1650
4461418,1935793,4,1202
16727396,2587105,4,4356
5439200,622610,4,1518
5043192,1420568,3,1406
15475830,1123243,3,4043
11389042,1925090,5,3079
7198960,334185,3,1931
7329611,1044859,5,1971
5769736,1830234,5,1602
12376781,1816427,4,3310
15156377,579785,3,3938
5144210,2112053,3,1428
14204317,2094837,3,3742
2261619,1921921,3,571
9881917,1475443,4,2612
8839073,125219,4,2372
16547670,2409981,4,4330
2136323,2378038,3,550
16707477,1375971,1,4355
1631017,1536111,4,424
16796957,431732,3,4364
5244428,2117432,4,1466
16448505,1125802,3,4306
6247003,2564581,2,1719
16034820,669117,1,4216
14131974,2546942,2,3728
1865418,1373764,4,473
12208569,2024833,5,3274
15751424,20328,4,4123
6437545,341055,3,1765
5899708,134001,4,1637
11735779,1532408,2,3151
6884665,264531,5,1865
12624668,336595,4,3355
9520239,2310662,5,2495
17171733,354692,4,4450
5600625,513479,4,1561
11730979,1055226,5,3151
11925112,1120192,3,3198
13778711,968769,4,3624
15447686,2541531,1,4012
8204841,2239828,4,2173
1703684,2225743,1,443
11725081,1607154,4,3151
6721122,1767551,5,1832
9434966,2622042,2,2467
12076698,286538,2,3254
7630031,2156165,2,2072
7394478,2476907,1,1975
5728377,889489,2,1590
2332216,772380,3,607
11638329,1543062,5,3138
12065722,164685,5,3253
16254352,1029458,3,4266
9890567,2096653,4,2612
13648378,1769834,3,3611
6690985,228481,3,1810
16695351,2372527,3,4352
5636815,1229707,4,1571
539048,111443,3,191
15247912,129175,4,3942
3296526,1062260,5,886
9495689,826212,4,2478
2577215,1796981,2,686
10021966,1152642,5,2660
11212046,2082620,2,2992
4843321,823437,3,1307
2075988,1082353,4,528
3208846,1244123,3,846
2352726,1587673,4,607
7159172,2461371,5,1905
15709210,1235090,3,4109
5915485,881747,5,1642
10311514,1301646,2,2757
15853793,64536,3,4141
12240185,1300687,2,3282
14036387,647860,3,3686
15520349,2221740,4,4043
15801306,1534345,5,4135
14180339,901167,4,3733
8932845,1903324,1,2386
13353426,405285,4,3538
16584542,2453596,5,4330
4400051,2169380,4,1180
15888309,1600960,2,4147
9808563,1266755,4,2590
9031827,1046782,5,2395
1151230,1810235,3,313
6785103,1178822,3,1843
10664783,141876,4,2862
13500729,527808,3,3579
4118839,580146,4,1144
16401608,2090015,5,4306
10872869,986176,3,2897
14855295,1731658,4,3903
12768154,1209557,5,3379
5324511,2289155,4,1470
10787804,2549780,3,2874
5901845,134,5,1637
4967767,873099,5,1367
8845818,1014921,4,2372
3713664,848872,4,1027
10035274,38946,4,2660
12606074,2360137,3,3350
10616843,425166,2,2851
8565970,174753,4,2290
9571652,352002,4,2505
4184590,609087,2,1145
11892788,770339,3,3183
7998925,1866984,2,2152
4743981,1283171,4,1291
3702900,1875549,3,1022
5759828,756359,4,1599
6027069,412211,3,1659
2768482,1579484,3,720
17122514,2270655,4,4432
14313511,1248696,5,3782
6212475,1090771,4,1708
4845541,789666,3,1307
6136092,299365,3,1693
16454115,2296990,3,4306
5182839,5575,4,1428
16288952,2169015,4,4266
6269803,296788,3,1719
2303599,121182,4,586
7360082,514244,3,1975
16193530,1406872,4,4262
16282849,1493504,5,4266
5716282,1562484,5,1590
10668039,2416452,5,2862
9107381,2193184,5,2423
14626242,989686,3,3860
4789947,1412213,4,1305
7598609,1408227,4,2043
7225646,2405956,3,1959
4224776,1192239,5,1145
6101203,1930426,4,1682
10583824,1586663,4,2813
6070323,2090850,2,1661
8620513,1293108,5,2326
13269455,198698,5,3513
10747780,1598141,3,2866
10245878,493144,5,2743
7177601,6629,3,1918
510250,121743,3,189
8614913,397022,5,2319
14979638,1461365,2,3920
5506812,131853,3,1542
11396430,1443181,5,3079
14293660,236160,3,3769
8309988,1696775,4,2186
13118596,1084646,5,3463
11441060,1381683,4,3085
16297297,82648,1,4269
8185803,1357926,5,2172
3799426,2582052,1,1050
11263944,494486,3,3017
2058256,56371,2,517
3780256,1995873,4,1046
7259331,547375,4,1962
17103090,1263857,3,4432
14982156,740698,3,3920
10397142,356546,4,2782
5726998,948541,3,1590
1415171,1724493,4,357
11835600,344549,4,3165
7268164,459189,3,1962
16453359,262418,5,4306
16225803,670954,4,4262
14313199,1099013,3,3782
7629446,1477004,2,2072
2426096,507231,4,631
15337703,185036,4,3962
4589744,2030484,5,1224
7075144,2641821,4,1905
15435465,642783,4,3999
3923977,1667496,4,1100
7059451,2163891,5,1905
3960861,2594640,4,1102
2236708,1706691,5,571
5819051,647594,5,1615
12197573,234606,5,3274
11586762,727242,1,3113
6530580,1233800,4,1798
12024683,1439225,5,3226
5771994,2167896,2,1602
15781225,206865,2,4123
8391693,918151,2,2200
3093970,635808,5,798
4312233,384231,4,1174
6735445,1292299,2,1833
13959862,54614,5,3668
7004197,1772658,5,1890
15553486,504981,3,4055
5249247,789717,5,1466
5947420,2446442,3,1645
3529713,257505,5,963
7566187,1501769,4,2016
13539930,2260838,5,3605
1460218,982586,3,359
15512840,2561691,4,4043
7464308,1085607,4,2001
4094803,1717138,2,1138
7379051,1612599,2,1975
686582,1581589,1,215
12250443,2314153,2,3282
6903960,1758141,5,1865
12488590,969495,3,3321
14328508,2020663,4,3782
6754021,3595,3,1837
2119465,539044,1,550
9244406,1466024,5,2452
1763670,1182456,4,457
4977708,1509285,4,1367
1254322,1645937,3,329
9288644,89759,5,2452
13620801,316492,4,3610
9682792,555528,2,2566
15993261,2156711,5,4207
3909148,1415739,3,1096
674186,2632173,3,201
13774519,315143,2,3624
15087056,2073647,2,3926
3150312,705603,5,822
7427375,2395648,4,1998
1157454,1124822,4,313
5102240,2392643,5,1409
13940414,1792345,5,3650
6415039,1816214,4,1754
3944565,524142,3,1102
4730823,2126211,3,1289
16669185,926462,1,4345
3894567,657985,4,1087
8338476,11144,4,2192
5673547,914819,3,1578
8724214,289846,2,2348
4863374,1430693,2,1307
8446237,1405096,5,2212
11293233,622194,5,3046
4263684,371701,4,1148
17024042,481291,3,4402
14725887,2492268,3,3864
13021192,2521105,3,3433
3672438,1300759,4,1011
1462182,962997,3,360
4995290,434874,3,1373
16452199,1715610,4,4306
6074622,2598216,5,1664
17233000,531673,3,4472
11269942,2232911,3,3017
16424229,1359931,1,4306
16084050,726079,3,4227
3064013,863873,4,798
3522001,2551046,5,963
8331933,193469,4,2192
6102443,532726,4,1682
13031274,2306812,3,3433
15502340,593893,2,4043
12635890,1404347,5,3364
7856597,1188630,1,2122
568812,868696,4,191
380694,419778,4,156
5639986,2264286,5,1571
16146933,656811,3,4256
12106755,1053732,2,3254
11488104,666387,4,3098
4783363,1985920,3,1305
8358374,2141585,2,2200
17061016,1833188,5,4427
4445320,1041536,4,1202
782926,437978,4,252
14575058,1706235,3,3840
6608935,678625,4,1799
1357566,477297,2,334
2020421,2090242,3,494
13248335,2359820,1,3505
10451337,2256685,3,2782
8132478,1369962,3,2163
720802,1207104,4,232
3429463,908482,3,931
10094381,185867,4,2690
15974260,1430587,3,4173
8506384,2571143,2,2254
7610421,723448,2,2047
15194684,1391466,3,3938
8820871,1807796,4,2372
6818371,2151303,4,1854
1725093,624334,4,456
12425993,1971049,3,3315
1182092,438116,5,313
7801120,859047,1,2112
16003276,672012,3,4214
5386767,2631519,2,1502
14863022,105966,5,3903
14006449,1295471,3,3684
7547436,1681492,3,2015
11722656,2032423,4,3151
793119,1874838,3,253
1783290,1886235,5,457
17327394,1489666,3,4493
3707315,2640760,2,1026
174830,1329443,4,56
2835925,2327743,3,751
710917,2412997,5,223
1191236,383293,5,313
8863512,516662,5,2372
661328,1975500,2,199
8757921,1497596,4,2360
361558,103767,4,148
13880827,1632243,4,3648
3282501,2178729,3,883
4063468,1785209,4,1116
13318399,695754,1,3526
11518345,1619081,1,3106
7266346,181479,3,1962
5289670,950339,2,1470
12535114,336398,3,3333
2074738,1009182,2,528
12024488,504729,4,3226
12096738,1984819,2,3254
7309271,382835,3,1962
13185954,2030676,5,3478
1207345,838390,5,313
4098333,1826785,2,1138
13466222,880178,2,3571
6194821,1867671,3,1703
15961345,644453,3,4171
7968708,2307858,4,2139
7883190,986203,4,2122
14672730,427322,2,3860
5203988,1596326,3,1435
15979308,1901876,4,4185
9758463,1443417,4,2580
5829776,1024464,4,1615
15679843,1475738,2,4100
11352646,895523,5,3077
2262769,2406772,5,571
8201204,1768495,3,2173
9127986,1801498,2,2430
16533615,2400077,4,4315
11343146,1157143,3,3071
8632738,2294328,3,2331
12909542,1814123,3,3427
4807535,1318686,5,1307
11577190,1111722,3,3106
13236512,1171457,4,3496
5116429,1123852,2,1425
11145796,771797,2,2960
1873378,789408,3,473
5444660,1114884,3,1521
13860593,1305601,4,3638
1816805,1737484,4,468
2976181,1500879,3,788
12661606,481205,4,3368
10826296,2080890,4,2874
15176314,969224,4,3938
4044150,776344,4,1110
1189767,321545,3,313
4699640,1151698,5,1267
584937,2158115,4,191
2619806,1067364,4,692
61515,75652,2,28
6920357,124782,2,1865
8270978,278548,3,2186
3497662,2231273,3,962
15575593,2262890,1,4056
8962183,1652160,3,2391
1473757,1992363,4,361
2323936,2208849,4,607
13674394,190182,4,3612
11754039,2619664,4,3151
14540626,1859725,2,3826
4597624,2614568,5,1234
7592509,899444,5,2040
10711221,1894679,4,2862
5698352,1902609,4,1585
3776188,737739,5,1046
6804618,1283078,4,1848
3986520,278011,2,1102
12111014,457154,3,3254
5157039,347605,3,1428
4777609,661712,3,1305
9061037,2171936,5,2395
15888976,132390,4,4149
3052353,174072,4,798
15960466,989932,3,4171
3262247,1235033,5,872
14349057,934686,3,3787
16369600,659478,4,4302
10346568,2421368,3,2779
5075423,202153,3,1406
9353184,2038778,4,2462
12068757,772989,1,3253
6823493,137725,5,1854
16578675,1488032,4,4330
9515813,1983433,5,2495
15299436,1590697,4,3962
13749036,2064418,3,3624
16730440,2071384,5,4356
601343,44887,2,197
11923952,1978844,3,3198
16901378,2321960,4,4386
8299394,273219,4,2186
9100333,1555090,3,2422
17271851,1288391,4,4479
14432352,756598,4,3817
10231149,2524312,5,2743
2433467,2014204,3,636
8345611,1066555,5,2192
6918041,2012626,4,1865
16453500,1356516,5,4306
7260650,707136,5,1962
9824183,1979467,5,2594
5342701,479141,5,1476
5640343,1262301,5,1571
15406796,1354496,3,3970
15973135,15737,3,4171
9387436,1668322,3,2462
7829042,1586256,3,2122
7417187,1720861,3,1983
3694083,878576,3,1020
5643923,1754267,4,1571
12270761,497004,4,3282
4940259,1242327,4,1336
4048273,95038,2,1110
2343509,236897,3,607
12999522,1047683,3,3433
12480956,1184587,4,3320
9950293,1042112,1,2617
8137912,1221563,4,2164
16756089,1556885,4,4356
5538832,2171187,3,1542
12115412,1781020,4,3254
2241317,355103,4,571
5232349,132659,5,1466
1810294,440294,4,459
8611513,1028463,5,2319
11888175,1815129,4,3182
11500801,1709217,2,3106
11256141,662975,4,3017
4657271,2205932,5,1262
13541157,1722346,5,3605
2481809,1239029,4,658
11242295,1793408,2,3015
13290529,1119705,2,3522
12473001,1321416,4,3320
10141887,1502020,5,2699
6320965,2339830,4,1744
2007604,1531380,4,494
5646911,198000,3,1571
15718868,550360,5,4123
13151779,2346006,3,3463
9749396,946731,4,2580
635534,552450,3,197
10005714,466211,3,2660
1420783,188870,4,357
6764375,190474,1,1843
8460615,653619,5,2218
8970204,491462,3,2391
10345317,1253773,3,2779
13981448,2179021,3,3672
7183126,2037038,3,1918
15750073,1475443,3,4123
5304007,2541141,5,1470
9527398,26907,3,2495
4972959,2519892,5,1367
9106828,1382862,3,2423
6854602,1983863,5,1861
1844440,1416482,5,468
6802106,1928961,3,1845
9798680,1731826,5,2585
8736667,1095925,3,2348
1979192,1206964,3,483
11930529,994402,2,3198
13199919,2225637,3,3481
12963930,778444,3,3427
3401138,2334536,3,907
403023,664825,4,167
12287960,1210904,5,3282
16422489,1121767,4,4306
2162334,87878,3,563
1089210,1370564,2,311
12801865,408284,3,3385
604441,1699170,4,197
7805379,2385469,4,2113
6487294,2624124,3,1792
2124818,129766,1,550
9252801,55406,5,2452
805418,2543694,5,256
4296875,1842613,4,1174
2052606,406992,5,516
14485209,1992442,4,3825
2403751,2357300,3,615
4224743,2277814,3,1145
6140563,1105029,5,1694
9251792,1803828,4,2452
12651390,1605564,2,3368
1972018,1521914,1,483
15345559,350643,5,3962
14085989,2508315,3,3713
13686227,601041,3,3617
9296166,2329026,4,2456
12315402,1089277,5,3290
7753111,1842251,3,2112
5060514,2644549,2,1406
14375554,2104457,4,3798
13734561,1433573,4,3624
16045243,1455446,5,4216
7791055,2054085,5,2112
332621,1138511,5,143
6814579,2177386,2,1854
16494919,1221563,5,4306
16767710,1228324,4,4356
17273478,647174,3,4479
6054526,1012786,5,1660
10483059,1065318,3,2783
9817932,738014,3,2594
16145966,1448561,5,4256
9007839,1908283,3,2391
10308831,2606872,3,2757
2660765,2167628,5,705
10727222,2618537,4,2862
10314660,1420020,2,2757
11950661,1364307,5,3198
10648698,949660,5,2862
20423,980828,3,18
12189736,1297880,5,3274
6105786,859453,3,1682
11160422,1250849,5,2965
934147,2574568,5,285
10604905,2301300,4,2848
9925754,2225398,2,2617
1849857,2533172,1,468
2769247,762028,5,720
12186187,722341,4,3269
6954271,2288858,5,1877
3175434,1941703,2,831
14646308,2269128,5,3860
10644633,341961,5,2862
15384204,2268849,2,3966
15905284,485601,2,4149
3165950,749353,3,829
11638020,2069636,3,3138
11509520,1248526,2,3106
133629,59663,4,30
1968563,2407177,4,483
3867661,2502944,4,1073
8107675,269850,4,2161
10659470,2588092,4,2862
11776426,755344,4,3153
1211798,2204072,3,313
8213637,1893017,4,2174
9831615,1884152,3,2594
14915018,1662714,3,3907
3681390,141020,3,1020
3606315,515313,4,985
16691462,452106,4,4346
10766648,281729,4,2872
3232588,8158,5,859
15737757,432266,3,4123
11240348,964722,2,3015
14966011,350145,3,3917
3515949,1088357,3,963
17053139,1397881,4,4420
9925203,986993,3,2617
9299134,1681193,4,2456
12981725,423361,4,3427
11672346,1047830,5,3148
13218201,962268,4,3489
9936191,989264,2,2617
108601,1417487,5,30
12096265,1745527,2,3254
16786308,1593194,3,4356
6140200,2043085,5,1694
14905276,1148655,5,3905
16634553,116044,4,4345
6582044,1987812,4,1799
3912972,704901,4,1096
12675707,883159,3,3368
12079774,2432162,2,3254
10917879,1561921,4,2913
15340604,573718,5,3962
1190564,338210,4,313
3498381,1743381,4,962
1229355,1197779,3,329
3565423,1002277,2,985
8772405,1218966,4,2362
15873432,1851429,3,4144
3984778,2036752,4,1102
7380582,862151,2,1975
418779,561378,5,175
16478664,533057,5,4306
8850603,821495,4,2372
13761673,1035557,4,3624
2414282,2138987,3,629
3515087,747744,4,963
786267,2614156,2,252
12811461,1829000,3,3385
16596536,1099404,3,4331
1685812,2600739,3,442
8860829,1258532,5,2372
1664170,608234,4,436
1441456,296024,2,357
4576569,564733,1,1220
4065668,179881,4,1120
7690819,1440650,3,2095
14773718,859341,4,3879
10006089,468197,2,2660
4310229,1926057,3,1174
1522655,49874,3,390
723641,522152,2,232
122769,2364062,3,30
13770278,2523019,4,3624
9137443,1066481,3,2430
15412228,586895,4,3972
8284820,2305040,4,2186
13893264,2070267,3,3648
9186697,663118,3,2443
9517804,837114,3,2495
7813595,974573,5,2114
943120,33330,3,290
6558733,2274015,4,1798
10127583,1760706,4,2699
13983872,1763788,3,3680
10377791,1317953,1,2782
16886685,756909,5,4384
13068950,1776294,4,3441
681828,649714,4,213
13957760,2000775,5,3668
658872,621545,4,199
1581879,510438,5,406
1466556,247942,3,361
2534409,875556,4,662
15554781,1420275,4,4055
10351185,807551,4,2779
10159862,509410,5,2701
10228961,1192830,5,2743
7839209,230813,4,2122
4109339,123616,3,1140
4566253,1177911,4,1220
8906832,2021007,5,2379
15878240,1286405,5,4145
14056497,956229,4,3703
4393083,2349352,4,1180
5828381,922398,4,1615
3301862,1083037,5,886
15656138,207017,3,4089
4564425,2599147,5,1220
9493347,877299,3,2478
11964030,1903352,3,3216
14563682,2156949,1,3835
460559,2284110,5,175
16745255,1941140,5,4356
8174254,446456,5,2172
11167632,1604003,2,2965
12845325,1729265,5,3414
9357004,73989,4,2462
15945345,131587,1,4159
11888535,1118425,4,3182
14895713,866000,3,3905
6218711,2532815,3,1709
1334245,590079,5,331
10571837,1471238,5,2809
2772071,659853,5,722
9691989,189629,4,2574
10209716,1905349,5,2734
14941260,419691,4,3917
4090943,421794,3,1138
7577356,1837712,4,2033
15412578,1015872,3,3972
6154810,2561682,5,1700
16355810,890498,4,4302
8890852,1563932,5,2376
11850251,366081,4,3168
4885293,1107964,4,1314
15039522,969759,4,3925
5641120,593024,4,1571
3089445,405361,4,798
2138974,335348,3,550
13047947,2180274,3,3434
974530,769887,4,295
8523959,572037,4,2266
8941531,11424,4,2389
1976251,1127759,2,483
6117143,2372002,4,1682
13407967,911525,4,3541
15726580,759071,4,4123
7738250,464095,4,2112
2361900,2509669,3,607
17119209,1758100,4,4432
14673217,933272,5,3860
1599392,1374,4,413
9690968,983686,3,2574
16251675,2320450,5,4266
15620462,1966596,3,4072
4718670,1659478,2,1289
9087067,1675183,1,2408
14301709,585215,5,3777
17251525,777038,3,4472
17203477,424542,4,4472
14956164,548581,4,3917
14145000,427917,3,3728
6007183,2180069,4,1650
9961815,1238395,3,2640
751534,2592716,5,241
3258757,433215,3,872
6573310,101755,4,1798
9510994,1113177,2,2493
16775204,526543,4,4356
3729243,1596982,4,1032
17112635,405458,3,4432
13415903,1744418,2,3542
16049048,2121379,5,4219
5733544,803932,5,1590
7845489,2116286,5,2122
12770602,1663888,4,3379
5160312,1581139,1,1428
11590814,115055,3,3113
6126886,923575,5,1692
7110219,2122085,4,1905
8515971,1787794,5,2254
53166,1283827,4,28
4685882,740515,2,1267
2343366,2459030,4,607
16503416,1079519,4,4310
10950567,710915,2,2913
503011,280120,3,188
15667084,2058734,3,4089
8554485,1247506,5,2290
12033971,361189,3,3232
3477864,2029858,4,953
4224067,407348,3,1145
3650521,1604049,4,994
10235708,441070,5,2743
7920177,1195511,4,2128
2449402,116858,5,643
8142779,1637213,4,2167
2542884,2137072,3,670
2887375,651541,3,758
8685911,2455181,4,2342
11747569,2192517,4,3151
9534029,695959,5,2498
9852735,1171469,4,2601
5486806,665413,3,1542
16488159,1963533,4,4306
1233261,54867,5,329
13925619,2333119,4,3650
8336849,419351,4,2192
15544158,1469211,2,4043
7063556,2393074,4,1905
8016920,2452075,3,2152
1710452,200321,4,443
1776288,2575496,1,457
9171560,1712930,4,2443
11359361,359681,4,3078
13082882,2630254,5,3446
1373542,2036971,5,345
13368035,1947797,4,3538
15250859,2019773,3,3942
16370436,92116,4,4302
5217383,384378,4,1455
15967196,1921954,3,4171
8608108,1402224,4,2316
9344372,1512547,2,2462
7244750,689026,2,1962
14200985,1028857,4,3742
842170,1444533,5,268
2239105,1148604,3,571
16296743,1080272,3,4269
10615957,601987,4,2848
3253956,1859991,4,862
2010098,1106166,3,494
912433,1293467,2,275
1839534,665996,4,468
7225344,2439750,4,1959
10336078,365957,2,2775
10193229,422884,3,2734
12259276,1512198,4,3282
5725824,1819629,2,1590
9054888,1289515,4,2395
14037242,819317,3,3686
17272944,720022,3,4479
7390933,760944,4,1975
4396791,1294335,3,1180
12171677,131696,2,3267
2164309,1085207,4,563
16690919,865640,2,4345
14902477,1164037,4,3905
5940571,46103,3,1645
17184995,1813849,4,4465
11524533,794482,4,3106
831418,2122667,4,257
8887510,2271702,3,2375
14268615,559302,3,3756
12050386,1438518,4,3239
600098,637533,4,197
5987111,1449538,2,1650
11424706,1176763,4,3082
14119123,1154813,4,3725
13031786,114223,3,3433
15438507,995373,4,3999
1375790,1767536,5,348
6354272,1045360,3,1744
14198224,1139976,4,3742
5470237,2142405,2,1532
3357343,76497,3,896
13151390,1275790,3,3463
14125107,2512966,4,3725
10256333,1502470,4,2743
5268825,904803,3,1467
6525785,333861,4,1798
9739436,2156719,2,2578
6623701,1800872,3,1799
10819064,1154875,1,2874
863712,413603,4,270
6251591,2484058,3,1719
6858211,2485526,3,1862
9876667,663985,4,2612
14834959,855011,4,3894
11428132,444244,4,3084
15425446,102028,5,3984
4940658,70565,3,1336
10263701,1704312,5,2743
16343487,1574646,3,4289
12489009,431646,4,3324
7258417,1735368,3,1962
11015010,1384453,5,2922
731255,1467096,4,240
6489124,914602,4,1792
8810419,926921,4,2372
6613172,649264,4,1799
17215524,286058,3,4472
2935471,2503369,4,760
5303611,915268,3,1470
15703737,2130442,5,4109
3732111,273084,4,1035
4064155,1358962,3,1120
14837464,2597335,1,3894
10247026,150141,5,2743
6399946,704193,5,1754
187956,1349711,3,58
4096056,933206,4,1138
11221599,752642,1,3003
5775785,1267423,3,1607
1343564,852657,5,334
17196145,2625469,1,4472
3444036,905467,3,937
732968,1143692,4,241
6862599,428964,4,1862
12410624,1361545,5,3315
5705251,2322752,2,1585
2788286,117409,3,725
10145122,40950,2,2699
8303473,1676790,1,2186
8403962,657343,4,2209
10505194,1062876,3,2800
5225647,2089742,4,1466
9987600,2511269,3,2660
6935753,1065445,3,1866
12556706,1942068,4,3333
8227921,1200043,5,2178
4804348,161704,4,1307
683606,97289,4,213
3926689,543981,1,1102
1001970,2387130,3,299
3531728,201825,3,963
10850417,913797,4,2890
11503675,2127006,4,3106
1890576,2260609,3,482
15898763,1967298,2,4149
13663085,1752310,3,3611
12217285,776543,4,3275
14197346,2009683,4,3742
16121366,329890,3,4248
3097088,867534,5,798
13649826,285031,3,3611
129544,2296718,3,30
2405458,789625,3,615
10095564,1009405,3,2690
7895919,885930,5,2128
12581265,2400635,4,3347
1774565,146191,4,457
5837116,304535,3,1625
14247705,2222397,2,3756
4174121,1876625,3,1145
12158679,2329026,4,3266
11985120,975592,2,3222
4598830,2295501,4,1236
3534444,1827694,5,963
1203524,2332011,4,313
13968831,936183,3,3670
4622989,1526907,4,1255
1170258,1315827,5,313
10482168,1335750,5,2783
89482,918309,4,30
10466269,1432968,5,2782
13093214,2449213,4,3446
10700860,1108236,5,2862
14872316,2298872,3,3905
12030956,1347991,2,3232
5681286,2560583,5,1582
3443987,1092005,5,937
9384200,1376165,5,2462
15452613,1128209,4,4012
2171840,1015558,5,564
1081789,840321,5,311
4633260,160247,4,1255
16722785,193714,4,4356
8343172,262880,3,2192
14938185,494514,4,3917
11497228,976237,5,3102
12846655,481831,3,3414
10065833,126092,4,2675
5182941,2068151,3,1428
11496334,1537902,3,3102
7613335,109177,5,2051
12788702,429510,4,3385
3163602,235691,3,829
10281049,658751,4,2751
17051295,367521,5,4420
9864787,1015529,3,2612
9206375,1365382,5,2452
13144629,199023,3,3463
15044078,105150,3,3925
5538232,129845,5,1542
16121981,1757639,1,4248
9905393,1279712,3,2612
11264239,1311121,3,3017
2512095,815751,3,660
13092023,212744,3,3446
1881696,208113,1,474
3261639,599880,4,872
13973911,2081278,3,3670
11973588,1976042,5,3216
15801712,659592,4,4135
8296498,1123618,3,2186
5906656,1271907,4,1637
12132044,282068,4,3256
7964271,188233,3,2139
12041748,281979,5,3239
6885920,551785,1,1865
14019591,2466682,3,3684
9166036,1961584,4,2441
6541742,233969,4,1798
3233324,1519766,4,859
13671556,772005,2,3612
10772853,158785,3,2873
336168,1446413,4,143
12634093,1040388,2,3364
7799097,1222903,5,2112
10151443,1878659,5,2699
16386095,2606853,4,4302
12113525,2524045,3,3254
9693624,1331155,2,2574
15442797,1636738,3,4007
15066028,2090917,3,3925
10993238,686284,4,2922
11706658,190249,2,3151
12679432,2137678,4,3368
11594590,162681,3,3113
15514197,1787038,3,4043
8504718,524022,3,2254
7073506,821220,5,1905
823067,2603624,4,257
1772635,2177946,3,457
4187352,2359820,3,1145
15004589,428558,2,3923
10482928,1949876,3,2783
6613483,1074305,4,1799
5132068,260198,1,1428
2906546,1330669,3,758
10519139,2567573,3,2800
7135123,518810,5,1905
12143458,1624075,3,3265
15007441,477388,4,3925
1263190,2251254,2,329
5522480,2359361,5,1542
5188812,1390412,4,1428
10582050,1279012,4,2813
5050088,2345340,4,1406
12933837,453960,3,3427
6811364,1313812,4,1853
590126,1610656,3,191
871975,2073561,5,270
6007967,115691,3,1650
16331777,1351668,5,4284
6587508,1775241,3,1799
9898471,122276,2,2612
16762954,1118663,2,4356
14330262,987736,3,3782
11559419,2060310,5,3106
9158432,1460791,5,2440
5507166,1500879,5,1542
3067993,22226,4,798
9770594,369718,5,2580
97398,1265798,3,30
3370381,2092667,2,896
316723,2583029,4,138
2657669,1440661,5,705
13901371,1727737,3,3648
16328865,94453,4,4284
4123348,2196245,4,1144
8108316,459277,5,2161
3045674,946921,3,798
16551684,2398075,4,4330
11881695,2164795,1,3182
6296012,2048442,5,1743
14110794,363180,5,3715
8895464,3432,5,2376
15472030,790505,3,4042
13362162,2158462,4,3538
148165,1323338,3,44
3701692,1599029,3,1022
9768318,1315051,3,2580
695941,1384702,4,216
2821032,245430,4,746
112929,1295490,4,30
6416471,1430661,5,1754
13262364,491513,5,3510
9807343,2448220,3,2590
11062983,1604525,5,2942
8521637,390729,3,2262
8320764,810678,4,2192
13657770,2529818,5,3611
11888636,2179117,4,3182
14338131,428133,3,3782
15400138,1686713,3,3966
5394474,290342,3,1507
11412054,2644312,4,3079
9895471,1833443,5,2612
5447301,2464143,2,1525
4590954,1470657,4,1224
7275967,1742654,4,1962
24682,398661,3,18
16638427,40756,4,4345
12969672,1517086,2,3427
8555584,490686,4,2290
2844569,2304615,4,752
15718813,227469,4,4123
9897709,1691103,4,2612
17049616,1203779,2,4420
14966099,1076511,3,3917
4553601,2488683,4,1220
358562,2326289,4,148
788623,1478244,4,252
34609,1928780,3,28
4787734,2538555,4,1305
15221157,1357332,5,3938
4037399,1834021,4,1110
10878372,1994646,3,2899
8569038,2522546,4,2290
9496043,997168,5,2478
4171881,1078161,5,1144
11357953,1875430,5,3078
11118259,588484,3,2954
4321581,1909216,5,1175
5848419,1684210,4,1625
9944610,136287,1,2617
15744020,1376249,3,4123
3253057,2693,3,862
13232449,1209560,3,3491
14494530,1666604,4,3825
14802737,284263,4,3893
8771994,2142405,4,2360
14826305,2491620,3,3894
13635491,1557620,4,3610
7000408,1007172,4,1890
2023126,2010641,4,499
8125904,723135,5,2163
15505817,1001912,4,4043
11842254,2535512,3,3165
1326877,2408432,3,331
15734133,1832478,3,4123
9228897,319539,5,2452
13035410,235789,4,3434
11750169,240527,4,3151
7623933,2003798,3,2072
2829552,541822,2,749
9350099,1228535,4,2462
12236299,915726,5,3282
17150439,1825492,3,4432
12685255,1384348,3,3368
7519826,1198379,4,2009
6650999,2394115,3,1804
4614066,2509293,2,1255
2055988,2604364,3,516
